texture_name,raw_asset_file,width,height,unity_format,decoded_format,payload_size,output_file
TN_Ingot_Obsidian,d50654bf1614642d1944f7378efe8ddc,64,64,50,ASTC 6x6,1936,astc_all/TN_Ingot_Obsidian__d50654bf1614642d1944f7378efe8ddc__64x64__ASTC_6x6.astc
ICN_Hybrid_Black,d51378f2114e2447c9bc6d84e1712d92,64,64,50,ASTC 6x6,1936,astc_all/ICN_Hybrid_Black__d51378f2114e2447c9bc6d84e1712d92__64x64__ASTC_6x6.astc
Img_Skin_Black,d53e9cd9233c74deca17521c33724332,256,256,50,ASTC 6x6,29584,astc_all/Img_Skin_Black__d53e9cd9233c74deca17521c33724332__256x256__ASTC_6x6.astc
TN_ImpactHauler,d57097ccc727c48b7822add6f548a2eb,256,256,50,ASTC 6x6,29584,astc_all/TN_ImpactHauler__d57097ccc727c48b7822add6f548a2eb__256x256__ASTC_6x6.astc
TN_Ore_Ruby,d603d2e939fb2459d9c7c5968e263174,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_Ruby__d603d2e939fb2459d9c7c5968e263174__256x256__ASTC_6x6.astc
Icn_Reward,d6219461c8e6b4690804520589ae3e2e,64,64,50,ASTC 6x6,1936,astc_all/Icn_Reward__d6219461c8e6b4690804520589ae3e2e__64x64__ASTC_6x6.astc
Icn_Carry_Gray,d68591b3801c548ca98f543b2ecb9f7a,32,32,50,ASTC 6x6,576,astc_all/Icn_Carry_Gray__d68591b3801c548ca98f543b2ecb9f7a__32x32__ASTC_6x6.astc
Img_File_Easy,d6a47294e5e1a42aaa2a8efa60bea715,256,128,50,ASTC 6x6,15136,astc_all/Img_File_Easy__d6a47294e5e1a42aaa2a8efa60bea715__256x128__ASTC_6x6.astc
Icn_40408,d790f17eb6ba0451db97fcec51756de6,128,128,51,ASTC 8x8,4096,astc_all/Icn_40408__d790f17eb6ba0451db97fcec51756de6__128x128__ASTC_8x8.astc
ICN_Secre_14,d7f3b4f71929c44f5870d2aee346431a,128,128,50,ASTC 6x6,7744,astc_all/ICN_Secre_14__d7f3b4f71929c44f5870d2aee346431a__128x128__ASTC_6x6.astc
Img_DynamiteKit,d91f6c39e6bf6447b9ffe47d0b3bcaa8,512,472,50,ASTC 6x6,108704,astc_all/Img_DynamiteKit__d91f6c39e6bf6447b9ffe47d0b3bcaa8__512x472__ASTC_6x6.astc
Icn_Arrow2,dac8c683e695a49f0ac041b43ff02cec,15,18,50,ASTC 6x6,144,astc_all/Icn_Arrow2__dac8c683e695a49f0ac041b43ff02cec__15x18__ASTC_6x6.astc
TN_Skin_Amber,db1dcd04b0e634ca0b0b065387491347,64,64,50,ASTC 6x6,1936,astc_all/TN_Skin_Amber__db1dcd04b0e634ca0b0b065387491347__64x64__ASTC_6x6.astc
Icn_Company_V02,dbf34e0bb65ba4bf09f5993d60121f41,64,64,50,ASTC 6x6,1936,astc_all/Icn_Company_V02__dbf34e0bb65ba4bf09f5993d60121f41__64x64__ASTC_6x6.astc
Img_Txt_English,dc64fd6efc2594bfbbac9fae714721af,128,32,50,ASTC 6x6,2112,astc_all/Img_Txt_English__dc64fd6efc2594bfbbac9fae714721af__128x32__ASTC_6x6.astc
Icn_10001,dd028d6a42a88441eb282cc5553171a8,128,128,51,ASTC 8x8,4096,astc_all/Icn_10001__dd028d6a42a88441eb282cc5553171a8__128x128__ASTC_8x8.astc
Icn_Ad_Black,de2de4787b8f6440590e284a67e941c6,32,22,50,ASTC 6x6,384,astc_all/Icn_Ad_Black__de2de4787b8f6440590e284a67e941c6__32x22__ASTC_6x6.astc
TN_Jem_03,de976c97671a749af8ef959379054390,256,256,50,ASTC 6x6,29584,astc_all/TN_Jem_03__de976c97671a749af8ef959379054390__256x256__ASTC_6x6.astc
ICN_Event_Africa,df9eaf46d98124f88b62c057689a93af,128,128,50,ASTC 6x6,7744,astc_all/ICN_Event_Africa__df9eaf46d98124f88b62c057689a93af__128x128__ASTC_6x6.astc
Img_Box_Blue,e1b3f2e8b343d442383a54c92e8d34da,128,128,50,ASTC 6x6,7744,astc_all/Img_Box_Blue__e1b3f2e8b343d442383a54c92e8d34da__128x128__ASTC_6x6.astc
TN_Secre_Whole_03,e230700e176f64474a2f3e3087b0195a,512,1024,48,ASTC 4x4,524288,astc_all/TN_Secre_Whole_03__e230700e176f64474a2f3e3087b0195a__512x1024__ASTC_4x4.astc
ICN_DumpTruck,e27ced9b1fee44384a6cf871c8209f3c,256,256,50,ASTC 6x6,29584,astc_all/ICN_DumpTruck__e27ced9b1fee44384a6cf871c8209f3c__256x256__ASTC_6x6.astc
Img_File_Normal,e28345cff5e5d497fa822b81c8d06d33,256,128,50,ASTC 6x6,15136,astc_all/Img_File_Normal__e28345cff5e5d497fa822b81c8d06d33__256x128__ASTC_6x6.astc
TN_Worker_04_Small,e32427826d3d14c9fb091c8cc13f8111,128,128,50,ASTC 6x6,7744,astc_all/TN_Worker_04_Small__e32427826d3d14c9fb091c8cc13f8111__128x128__ASTC_6x6.astc
Img_Piece_Mask,e345dc5b6f3454c418a287a80052df17,80,80,4,RGBA32,25600,decoded_direct/Img_Piece_Mask__e345dc5b6f3454c418a287a80052df17.png
Img_Skin_Yellow,e3d0ca218de62419fb0513cdc141f49e,299,299,50,ASTC 6x6,40000,astc_all/Img_Skin_Yellow__e3d0ca218de62419fb0513cdc141f49e__299x299__ASTC_6x6.astc
Img_Txt_French,e405bb641c7614e3dbb82fb16731c7a7,128,32,50,ASTC 6x6,2112,astc_all/Img_Txt_French__e405bb641c7614e3dbb82fb16731c7a7__128x32__ASTC_6x6.astc
Icn_Refund,e4433eb42cba5445c960d27d98678a44,64,64,50,ASTC 6x6,1936,astc_all/Icn_Refund__e4433eb42cba5445c960d27d98678a44__64x64__ASTC_6x6.astc
TN_AD_Damage,e44eeb2cbab6f44f68dbffbfecde61a3,256,256,50,ASTC 6x6,29584,astc_all/TN_AD_Damage__e44eeb2cbab6f44f68dbffbfecde61a3__256x256__ASTC_6x6.astc
ICN_Event_Siberia,e484193cf0d86422085ca7bc8e809468,128,128,50,ASTC 6x6,7744,astc_all/ICN_Event_Siberia__e484193cf0d86422085ca7bc8e809468__128x128__ASTC_6x6.astc
Icn_20101,e61e211a95a544a9ea69dc81d680580e,128,128,51,ASTC 8x8,4096,astc_all/Icn_20101__e61e211a95a544a9ea69dc81d680580e__128x128__ASTC_8x8.astc
ICN_Camera,e699862f279284e94aee38b8a9c284d5,50,50,50,ASTC 6x6,1296,astc_all/ICN_Camera__e699862f279284e94aee38b8a9c284d5__50x50__ASTC_6x6.astc
TN_Worker_08,e879da4cd820340aebc6671c18b0d820,512,512,50,ASTC 6x6,118336,astc_all/TN_Worker_08__e879da4cd820340aebc6671c18b0d820__512x512__ASTC_6x6.astc
TN_Skin_Bronzite,e914a3c9e43bd4934971c629fcd9f775,64,64,50,ASTC 6x6,1936,astc_all/TN_Skin_Bronzite__e914a3c9e43bd4934971c629fcd9f775__64x64__ASTC_6x6.astc
ICN_Event_SouthAmerica,e9f7c6ee9268a43d8a8795c585f2850b,128,128,50,ASTC 6x6,7744,astc_all/ICN_Event_SouthAmerica__e9f7c6ee9268a43d8a8795c585f2850b__128x128__ASTC_6x6.astc
TN_Bond_02,ea94642826f6b495e8857b448e64f6a7,256,256,50,ASTC 6x6,29584,astc_all/TN_Bond_02__ea94642826f6b495e8857b448e64f6a7__256x256__ASTC_6x6.astc
TN_Secre_Whole_10,eaabc44bccfde42ee88318ad07bfccdb,512,1024,48,ASTC 4x4,524288,astc_all/TN_Secre_Whole_10__eaabc44bccfde42ee88318ad07bfccdb__512x1024__ASTC_4x4.astc
TN_Skin_Yooperlite,eb0b51cc15b4c45459c3a7e1b1e86697,64,64,50,ASTC 6x6,1936,astc_all/TN_Skin_Yooperlite__eb0b51cc15b4c45459c3a7e1b1e86697__64x64__ASTC_6x6.astc
TN_Worker_07_Small,ec37f69fc068948388e3fae7b163b1e2,128,128,50,ASTC 6x6,7744,astc_all/TN_Worker_07_Small__ec37f69fc068948388e3fae7b163b1e2__128x128__ASTC_6x6.astc
TN_Skin_Gold,ed4ecb8fc9def4d1f92b56276b69f2eb,64,64,50,ASTC 6x6,1936,astc_all/TN_Skin_Gold__ed4ecb8fc9def4d1f92b56276b69f2eb__64x64__ASTC_6x6.astc
ICN_MassHiring,ed6028d5f303c4a9c9c04bbeb9ba1a13,64,64,50,ASTC 6x6,1936,astc_all/ICN_MassHiring__ed6028d5f303c4a9c9c04bbeb9ba1a13__64x64__ASTC_6x6.astc
TN_Ore_Iron,ef3b3bcd69f8b4e8f9a17494da1bcedd,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_Iron__ef3b3bcd69f8b4e8f9a17494da1bcedd__256x256__ASTC_6x6.astc
Icn_10306,ef9abf523677b4adb8af7cd9dd0c3011,128,128,51,ASTC 8x8,4096,astc_all/Icn_10306__ef9abf523677b4adb8af7cd9dd0c3011__128x128__ASTC_8x8.astc
ICN_Warning,eff54979e1ae34eb497b113ff8039983,38,33,50,ASTC 6x6,672,astc_all/ICN_Warning__eff54979e1ae34eb497b113ff8039983__38x33__ASTC_6x6.astc
TN_Ore_Copper,f01af0700731b4abb9cbb01fd91b66f5,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_Copper__f01af0700731b4abb9cbb01fd91b66f5__256x256__ASTC_6x6.astc
TN_GemVault,f06d3f8b038ba47f188e92919a3d55e2,256,256,50,ASTC 6x6,29584,astc_all/TN_GemVault__f06d3f8b038ba47f188e92919a3d55e2__256x256__ASTC_6x6.astc
TN_HydraulicBreaker,f07d61cd6dcb64f54995386662df9e72,256,256,50,ASTC 6x6,29584,astc_all/TN_HydraulicBreaker__f07d61cd6dcb64f54995386662df9e72__256x256__ASTC_6x6.astc
TN_Ingot_Emerald,f1df4984cbc8242b782974c09733bd11,64,64,50,ASTC 6x6,1936,astc_all/TN_Ingot_Emerald__f1df4984cbc8242b782974c09733bd11__64x64__ASTC_6x6.astc
Icn_50112,f294499902c2e4fa098966d07a023cef,128,128,51,ASTC 8x8,4096,astc_all/Icn_50112__f294499902c2e4fa098966d07a023cef__128x128__ASTC_8x8.astc
TN_Secre_Whole_08,f2ce6fcb6ff7d4ee397f2b62b851aebd,512,1024,48,ASTC 4x4,524288,astc_all/TN_Secre_Whole_08__f2ce6fcb6ff7d4ee397f2b62b851aebd__512x1024__ASTC_4x4.astc
Icn_STA,f3ab80c38a04046fda05a5877cfb9e2e,58,64,50,ASTC 6x6,1760,astc_all/Icn_STA__f3ab80c38a04046fda05a5877cfb9e2e__58x64__ASTC_6x6.astc
Icn_ResearchPoint,f3b943ac8aa914a95a3aded12211f6af,128,128,50,ASTC 6x6,7744,astc_all/Icn_ResearchPoint__f3b943ac8aa914a95a3aded12211f6af__128x128__ASTC_6x6.astc
ICN_Tri,f6089c2a520854f8fb299dc5b778a1e9,32,32,50,ASTC 6x6,576,astc_all/ICN_Tri__f6089c2a520854f8fb299dc5b778a1e9__32x32__ASTC_6x6.astc
TN_Money_01,f786e331d649e401085528a23e9527f0,256,256,50,ASTC 6x6,29584,astc_all/TN_Money_01__f786e331d649e401085528a23e9527f0__256x256__ASTC_6x6.astc
TN_Skin_Dunite,f84c4f1190bdd4b72ad867b3f2a4fc73,64,64,50,ASTC 6x6,1936,astc_all/TN_Skin_Dunite__f84c4f1190bdd4b72ad867b3f2a4fc73__64x64__ASTC_6x6.astc
ICN_SFX,f8c8f8680b43b4ffb8ab58c6f7c69a21,64,64,50,ASTC 6x6,1936,astc_all/ICN_SFX__f8c8f8680b43b4ffb8ab58c6f7c69a21__64x64__ASTC_6x6.astc
TN_NoAds_Hand,f93488b11b7734691826218475890650,32,32,50,ASTC 6x6,576,astc_all/TN_NoAds_Hand__f93488b11b7734691826218475890650__32x32__ASTC_6x6.astc
TN_Ore_LapisLazuli,fab04108dd98f4f0d92d14b1a0faa555,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_LapisLazuli__fab04108dd98f4f0d92d14b1a0faa555__256x256__ASTC_6x6.astc
Icn_40406,faba60bdc92384eca8c5cec7a1b435fd,128,128,51,ASTC 8x8,4096,astc_all/Icn_40406__faba60bdc92384eca8c5cec7a1b435fd__128x128__ASTC_8x8.astc
TN_RP_01,fac807dccc0044169ae30762d3ef0714,256,256,50,ASTC 6x6,29584,astc_all/TN_RP_01__fac807dccc0044169ae30762d3ef0714__256x256__ASTC_6x6.astc
ICN_Secre_08,fb42c52d8987544fda615ddcec7d9b6d,128,128,50,ASTC 6x6,7744,astc_all/ICN_Secre_08__fb42c52d8987544fda615ddcec7d9b6d__128x128__ASTC_6x6.astc
TN_Ore_Yooperlite,fb694e76efb5148cf8f6f6f0503dc284,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_Yooperlite__fb694e76efb5148cf8f6f6f0503dc284__256x256__ASTC_6x6.astc
TN_Ingot_LapisLazuli,fb8605f290d754efebc94263338d9ac6,64,64,50,ASTC 6x6,1936,astc_all/TN_Ingot_LapisLazuli__fb8605f290d754efebc94263338d9ac6__64x64__ASTC_6x6.astc
Icn_CashStack,fc1b3602016f54e7e986b403a5bf624c,256,256,50,ASTC 6x6,29584,astc_all/Icn_CashStack__fc1b3602016f54e7e986b403a5bf624c__256x256__ASTC_6x6.astc
Icn_Oil_EFF,fc5c584dd1b6a47d68ba96c2c6411c75,58,64,50,ASTC 6x6,1760,astc_all/Icn_Oil_EFF__fc5c584dd1b6a47d68ba96c2c6411c75__58x64__ASTC_6x6.astc
TN_Secre_Whole_01,fcd6d201c338d4ea0b9ad1b1c5f72556,512,1024,48,ASTC 4x4,524288,astc_all/TN_Secre_Whole_01__fcd6d201c338d4ea0b9ad1b1c5f72556__512x1024__ASTC_4x4.astc
ICN_Permafrost,fcf516bf837214c0cbef0ea7d9e8dc0e,64,64,50,ASTC 6x6,1936,astc_all/ICN_Permafrost__fcf516bf837214c0cbef0ea7d9e8dc0e__64x64__ASTC_6x6.astc
Icn_30201,fd78ba1a7c2b54e77b127413a8d46934,128,128,51,ASTC 8x8,4096,astc_all/Icn_30201__fd78ba1a7c2b54e77b127413a8d46934__128x128__ASTC_8x8.astc
Icn_10207,fe286d03ea0a34d498877cc499f31a63,128,128,51,ASTC 8x8,4096,astc_all/Icn_10207__fe286d03ea0a34d498877cc499f31a63__128x128__ASTC_8x8.astc
TN_Ore_Bismuth,fe86e39b6a3f649648feb091683d2f51,256,256,50,ASTC 6x6,29584,astc_all/TN_Ore_Bismuth__fe86e39b6a3f649648feb091683d2f51__256x256__ASTC_6x6.astc
